transaction_id,merchant_id,category,amount_normalized,raw_amount
tx-000002585,merchant-04413,ropa,0.436917,10922.92
tx-000002586,merchant-03797,farmacia,0.087921,2198.03
tx-000002587,merchant-00179,ferreteria,0.475041,11876.03
tx-000002588,merchant-01249,restaurante,0.167773,4194.33
tx-000002589,merchant-03863,alimentos,0.963939,24098.48
tx-000002590,merchant-04795,ropa,0.860077,21501.92
tx-000002591,merchant-04665,transporte,0.202936,5073.39
tx-000002592,merchant-00065,ferreteria,0.05282,1320.51
tx-000002593,merchant-03538,transporte,0.631149,15778.73
tx-000002594,merchant-04741,otros,0.848919,21222.98
tx-000002595,merchant-02383,alimentos,0.731616,18290.41
tx-000002596,merchant-03983,colmado,0.488522,12213.04
tx-000002597,merchant-03997,ropa,0.591857,14796.43
tx-000002598,merchant-04328,alimentos,0.714862,17871.54
tx-000002599,merchant-02588,colmado,0.42316,10579.01
tx-000002600,merchant-03418,restaurante,0.065384,1634.59
tx-000002601,merchant-02841,restaurante,0.118707,2967.67
tx-000002602,merchant-00171,farmacia,0.69812,17452.99
tx-000002603,merchant-01575,restaurante,0.289435,7235.87
tx-000002604,merchant-01902,colmado,0.34516,8628.99
tx-000002605,merchant-02779,otros,0.221263,5531.57
tx-000002606,merchant-03838,farmacia,0.853747,21343.67
tx-000002607,merchant-03198,transporte,0.883407,22085.18
tx-000002608,merchant-02952,restaurante,0.833414,20835.36
tx-000002609,merchant-01328,otros,0.800156,20003.89
tx-000002610,merchant-00707,restaurante,0.208794,5219.85
tx-000002611,merchant-01635,farmacia,0.130838,3270.96
tx-000002612,merchant-00827,transporte,0.606538,15163.44
tx-000002613,merchant-04045,electronica,0.943168,23579.21
tx-000002614,merchant-04562,alimentos,0.23625,5906.24
tx-000002615,merchant-02940,electronica,0.999263,24981.57
tx-000002616,merchant-01300,farmacia,0.35833,8958.24
tx-000002617,merchant-04125,alimentos,0.828293,20707.32
tx-000002618,merchant-02767,transporte,0.807202,20180.05
tx-000002619,merchant-01858,ferreteria,0.115741,2893.53
tx-000002620,merchant-03985,electronica,0.562858,14071.44
tx-000002621,merchant-02911,alimentos,0.993676,24841.89
tx-000002622,merchant-04564,electronica,0.770555,19263.87
tx-000002623,merchant-04223,otros,0.896525,22413.13
tx-000002624,merchant-00414,restaurante,0.670147,16753.67
tx-000002625,merchant-00909,ferreteria,0.799389,19984.72
tx-000002626,merchant-04995,ferreteria,0.782089,19552.23
tx-000002627,merchant-00344,colmado,0.823963,20599.08
tx-000002628,merchant-00968,ropa,0.1072,2680.01
tx-000002629,merchant-01287,electronica,0.911164,22779.09
tx-000002630,merchant-04145,restaurante,0.708747,17718.68
tx-000002631,merchant-00814,farmacia,0.733087,18327.17
tx-000002632,merchant-02742,farmacia,0.647799,16194.97
tx-000002633,merchant-01654,restaurante,0.124738,3118.44
tx-000002634,merchant-00054,ropa,0.969697,24242.43
tx-000002635,merchant-03881,servicios,0.835144,20878.59
tx-000002636,merchant-01403,ferreteria,0.288185,7204.62
tx-000002637,merchant-03400,servicios,0.267484,6687.09
tx-000002638,merchant-02011,farmacia,0.630182,15754.54
tx-000002639,merchant-04339,transporte,0.7537,18842.5
tx-000002640,merchant-01131,transporte,0.787641,19691.03
tx-000002641,merchant-03354,restaurante,0.414582,10364.56
tx-000002642,merchant-04229,servicios,0.951937,23798.42
tx-000002643,merchant-03626,farmacia,0.943853,23596.32
tx-000002644,merchant-04239,ferreteria,0.770612,19265.29
tx-000002645,merchant-02579,transporte,0.086609,2165.22
tx-000002646,merchant-01347,transporte,0.981981,24549.53
tx-000002647,merchant-00304,farmacia,0.063345,1583.63
tx-000002648,merchant-00474,colmado,0.902706,22567.65
tx-000002649,merchant-03435,transporte,0.972716,24317.9
tx-000002650,merchant-04536,electronica,0.886011,22150.28
tx-000002651,merchant-02570,servicios,0.722108,18052.7
tx-000002652,merchant-02292,colmado,0.009886,247.16
tx-000002653,merchant-01204,transporte,0.61118,15279.51
tx-000002654,merchant-01681,colmado,0.447297,11182.42
tx-000002655,merchant-03623,servicios,0.625111,15627.77
tx-000002656,merchant-03314,ropa,0.8879,22197.49
tx-000002657,merchant-00691,alimentos,0.881213,22030.32
tx-000002658,merchant-03195,farmacia,0.538359,13458.97
tx-000002659,merchant-04431,electronica,0.521429,13035.72
tx-000002660,merchant-04192,colmado,0.215307,5382.68
tx-000002661,merchant-02792,farmacia,0.313628,7840.7
tx-000002662,merchant-04424,otros,0.025375,634.37
tx-000002663,merchant-02490,transporte,0.260173,6504.32
tx-000002664,merchant-00905,alimentos,0.986981,24674.52
tx-000002665,merchant-02128,colmado,0.8419,21047.51
tx-000002666,merchant-00392,ferreteria,0.355764,8894.11
tx-000002667,merchant-04690,alimentos,0.44984,11245.99
tx-000002668,merchant-01935,otros,0.454241,11356.02
tx-000002669,merchant-04369,otros,0.566466,14161.65
tx-000002670,merchant-02452,electronica,0.23537,5884.26
tx-000002671,merchant-04693,farmacia,0.667588,16689.71
tx-000002672,merchant-04258,ropa,0.714922,17873.06
tx-000002673,merchant-04231,otros,0.107016,2675.41
tx-000002674,merchant-02960,restaurante,0.19417,4854.25
tx-000002675,merchant-03488,transporte,0.099792,2494.8
tx-000002676,merchant-00510,transporte,0.083783,2094.58
tx-000002677,merchant-03902,ropa,0.888732,22218.31
tx-000002678,merchant-03026,colmado,0.447272,11181.79
tx-000002679,merchant-04580,colmado,0.403948,10098.71
tx-000002680,merchant-02161,otros,0.779267,19481.68
tx-000002681,merchant-03469,restaurante,0.49983,12495.74
tx-000002682,merchant-04011,transporte,0.68964,17241.0
tx-000002683,merchant-01183,colmado,0.824164,20604.11
tx-000002684,merchant-03750,farmacia,0.12887,3221.74
tx-000002685,merchant-04205,colmado,0.968096,24202.39
tx-000002686,merchant-01742,restaurante,0.119822,2995.55
tx-000002687,merchant-01285,colmado,0.474409,11860.22
tx-000002688,merchant-00973,otros,0.370593,9264.83
tx-000002689,merchant-00904,ferreteria,0.852613,21315.33
tx-000002690,merchant-02373,alimentos,0.370847,9271.17
tx-000002691,merchant-00965,servicios,0.523732,13093.3
tx-000002692,merchant-03068,electronica,0.306315,7657.87
tx-000002693,merchant-00230,farmacia,0.295393,7384.83
tx-000002694,merchant-04831,transporte,0.143856,3596.39
tx-000002695,merchant-02500,electronica,0.050554,1263.84
tx-000002696,merchant-04005,alimentos,0.21715,5428.76
tx-000002697,merchant-02857,ferreteria,0.124083,3102.08
tx-000002698,merchant-03421,restaurante,0.870686,21767.14
tx-000002699,merchant-04635,restaurante,0.573913,14347.82
tx-000002700,merchant-03091,restaurante,0.900487,22512.17
tx-000002701,merchant-04962,farmacia,0.834791,20869.78
tx-000002702,merchant-04136,restaurante,0.762427,19060.68
tx-000002703,merchant-03679,farmacia,0.762156,19053.89
tx-000002704,merchant-02665,ferreteria,0.866613,21665.32
tx-000002705,merchant-03356,transporte,0.800212,20005.3
tx-000002706,merchant-03240,servicios,0.234357,5858.92
tx-000002707,merchant-03630,electronica,0.541912,13547.81
tx-000002708,merchant-01357,alimentos,0.646625,16165.62
tx-000002709,merchant-02531,colmado,0.572851,14321.27
tx-000002710,merchant-04583,ferreteria,0.645869,16146.73
tx-000002711,merchant-04439,otros,0.194042,4851.05
tx-000002712,merchant-04672,colmado,0.7581,18952.5
tx-000002713,merchant-03899,colmado,0.191017,4775.43
tx-000002714,merchant-00986,colmado,0.89707,22426.76
tx-000002715,merchant-00156,electronica,0.181384,4534.6
tx-000002716,merchant-02010,otros,0.787184,19679.59
tx-000002717,merchant-04371,otros,0.445341,11133.53
tx-000002718,merchant-04825,alimentos,0.32179,8044.76
tx-000002719,merchant-00191,servicios,0.49249,12312.25
tx-000002720,merchant-03400,alimentos,0.438143,10953.58
tx-000002721,merchant-02600,transporte,0.859929,21498.23
tx-000002722,merchant-00940,ferreteria,0.258664,6466.59
tx-000002723,merchant-02338,farmacia,0.542696,13567.39
tx-000002724,merchant-00735,farmacia,0.184304,4607.59
tx-000002725,merchant-03337,farmacia,0.308181,7704.52
tx-000002726,merchant-02665,farmacia,0.060796,1519.9
tx-000002727,merchant-00480,electronica,0.029117,727.92
tx-000002728,merchant-02622,farmacia,0.39116,9779.0
tx-000002729,merchant-02656,electronica,0.413997,10349.93
tx-000002730,merchant-00991,alimentos,0.376762,9419.05
tx-000002731,merchant-04891,otros,0.204154,5103.86
tx-000002732,merchant-04167,colmado,0.238018,5950.45
tx-000002733,merchant-00943,electronica,0.386278,9656.96
tx-000002734,merchant-03808,colmado,0.062511,1562.77
tx-000002735,merchant-03967,alimentos,0.408262,10206.56
tx-000002736,merchant-01915,alimentos,0.408679,10216.97
tx-000002737,merchant-04802,ferreteria,0.270622,6765.54
tx-000002738,merchant-04545,farmacia,0.247824,6195.59
tx-000002739,merchant-03333,restaurante,0.306004,7650.09
tx-000002740,merchant-04100,ropa,0.08574,2143.51
tx-000002741,merchant-01167,servicios,0.783316,19582.9
tx-000002742,merchant-01378,ropa,0.541359,13533.97
tx-000002743,merchant-03472,colmado,0.53846,13461.51
tx-000002744,merchant-00009,restaurante,0.452838,11320.96
tx-000002745,merchant-02370,farmacia,0.961192,24029.81
tx-000002746,merchant-03951,electronica,0.002542,63.55
tx-000002747,merchant-03115,servicios,0.598672,14966.8
tx-000002748,merchant-01743,otros,0.842754,21068.84
tx-000002749,merchant-02305,alimentos,0.841003,21025.07
tx-000002750,merchant-04376,otros,0.163094,4077.34
tx-000002751,merchant-00735,transporte,0.071795,1794.88
tx-000002752,merchant-01145,colmado,0.699032,17475.81
tx-000002753,merchant-03539,ropa,0.998824,24970.59
tx-000002754,merchant-02608,servicios,0.611224,15280.61
tx-000002755,merchant-03709,electronica,0.6359,15897.49
tx-000002756,merchant-02635,servicios,0.247436,6185.91
tx-000002757,merchant-04912,servicios,0.212203,5305.07
tx-000002758,merchant-01096,alimentos,0.017843,446.07
tx-000002759,merchant-00036,alimentos,0.609569,15239.23
tx-000002760,merchant-03385,colmado,0.673361,16834.02
tx-000002761,merchant-04006,transporte,0.895478,22386.94
tx-000002762,merchant-00636,colmado,0.539055,13476.38
tx-000002763,merchant-03647,ferreteria,0.032886,822.14
tx-000002764,merchant-03084,otros,0.354289,8857.22
tx-000002765,merchant-01452,alimentos,0.35925,8981.25
tx-000002766,merchant-03035,ropa,0.126514,3162.86
tx-000002767,merchant-01815,alimentos,0.445688,11142.21
tx-000002768,merchant-02932,ropa,0.758904,18972.6
tx-000002769,merchant-02484,ropa,0.091786,2294.66
tx-000002770,merchant-04046,servicios,0.23579,5894.74
tx-000002771,merchant-04038,otros,0.038722,968.06
tx-000002772,merchant-01607,transporte,0.210668,5266.7
tx-000002773,merchant-02273,otros,0.112725,2818.12
tx-000002774,merchant-01397,colmado,0.501325,12533.12
tx-000002775,merchant-04635,otros,0.195383,4884.57
tx-000002776,merchant-00536,otros,0.56601,14150.25
tx-000002777,merchant-00533,farmacia,0.12999,3249.75
tx-000002778,merchant-04669,ropa,0.261105,6527.63
tx-000002779,merchant-02248,ropa,0.881241,22031.03
tx-000002780,merchant-00190,colmado,0.847972,21199.3
tx-000002781,merchant-04589,restaurante,0.615228,15380.69
tx-000002782,merchant-03499,alimentos,0.003951,98.78
tx-000002783,merchant-02647,transporte,0.854152,21353.8
tx-000002784,merchant-03334,electronica,0.844653,21116.32
tx-000002785,merchant-04246,restaurante,0.123474,3086.86
tx-000002786,merchant-04238,alimentos,0.496584,12414.59
tx-000002787,merchant-01840,alimentos,0.884035,22100.87
tx-000002788,merchant-03442,colmado,0.279377,6984.43
tx-000002789,merchant-00043,transporte,0.449964,11249.09
tx-000002790,merchant-00671,otros,0.196219,4905.47
tx-000002791,merchant-01849,transporte,0.808058,20201.44
tx-000002792,merchant-02048,ropa,0.95786,23946.5
tx-000002793,merchant-02547,ferreteria,0.166153,4153.82
tx-000002794,merchant-00793,alimentos,0.626743,15668.57
tx-000002795,merchant-00197,otros,0.481006,12025.16
tx-000002796,merchant-02739,electronica,0.797626,19940.66
tx-000002797,merchant-03880,ropa,0.248659,6216.48
tx-000002798,merchant-00446,servicios,0.958885,23972.13
tx-000002799,merchant-01940,ferreteria,0.520636,13015.89
tx-000002800,merchant-03593,ferreteria,0.776198,19404.95
tx-000002801,merchant-04743,ferreteria,0.626098,15652.45
tx-000002802,merchant-00498,alimentos,0.087364,2184.09
tx-000002803,merchant-00533,farmacia,0.37864,9466.01
tx-000002804,merchant-03621,alimentos,0.063878,1596.96
tx-000002805,merchant-03538,ferreteria,0.302868,7571.7
tx-000002806,merchant-00458,colmado,0.103624,2590.6
tx-000002807,merchant-03125,transporte,0.054099,1352.47
tx-000002808,merchant-03368,ropa,0.097638,2440.96
tx-000002809,merchant-00087,restaurante,0.864854,21621.34
tx-000002810,merchant-03508,otros,0.385152,9628.8
tx-000002811,merchant-02783,alimentos,0.619992,15499.8
tx-000002812,merchant-02689,otros,0.455169,11379.22
tx-000002813,merchant-00842,alimentos,0.194096,4852.41
tx-000002814,merchant-00554,otros,0.595985,14899.62
tx-000002815,merchant-01587,otros,0.789838,19745.94
tx-000002816,merchant-04169,electronica,0.12773,3193.24
tx-000002817,merchant-03944,otros,0.35668,8917.01
tx-000002818,merchant-01992,farmacia,0.445735,11143.38
tx-000002819,merchant-00496,farmacia,0.797432,19935.79
tx-000002820,merchant-03571,colmado,0.313044,7826.09
tx-000002821,merchant-02931,electronica,0.959822,23995.55
tx-000002822,merchant-04434,farmacia,0.584498,14612.46
tx-000002823,merchant-02529,otros,0.149114,3727.86
tx-000002824,merchant-03022,alimentos,0.344214,8605.36
tx-000002825,merchant-01185,alimentos,0.518645,12966.13
tx-000002826,merchant-04584,alimentos,0.238912,5972.81
tx-000002827,merchant-01601,ropa,0.423217,10580.43
tx-000002828,merchant-01649,ferreteria,0.641274,16031.84
tx-000002829,merchant-03898,restaurante,0.342869,8571.72
tx-000002830,merchant-02713,otros,0.600563,15014.07
tx-000002831,merchant-02750,otros,0.566965,14174.12
tx-000002832,merchant-02693,farmacia,0.301032,7525.81
tx-000002833,merchant-00346,restaurante,0.106638,2665.96
tx-000002834,merchant-00031,ropa,0.220967,5524.18
tx-000002835,merchant-03822,otros,0.693834,17345.85
tx-000002836,merchant-03939,servicios,0.214712,5367.81
tx-000002837,merchant-03080,ropa,0.807657,20191.42
tx-000002838,merchant-00056,servicios,0.401512,10037.8
tx-000002839,merchant-02932,alimentos,0.011872,296.81
tx-000002840,merchant-01167,electronica,0.555582,13889.56
tx-000002841,merchant-04798,servicios,0.441527,11038.18
tx-000002842,merchant-00244,ropa,0.045817,1145.43
tx-000002843,merchant-01427,ropa,0.199429,4985.73
tx-000002844,merchant-01428,servicios,0.885612,22140.29
tx-000002845,merchant-02015,farmacia,0.847839,21195.98
tx-000002846,merchant-01443,electronica,0.197596,4939.89
tx-000002847,merchant-00172,farmacia,0.910828,22770.69
tx-000002848,merchant-00910,servicios,0.380165,9504.12
tx-000002849,merchant-02500,restaurante,0.936242,23406.05
tx-000002850,merchant-03051,farmacia,0.24167,6041.74
tx-000002851,merchant-03554,ferreteria,0.94128,23531.99
tx-000002852,merchant-01072,ropa,0.120256,3006.41
tx-000002853,merchant-03099,servicios,0.193298,4832.45
tx-000002854,merchant-03519,ropa,0.319316,7982.89
tx-000002855,merchant-04812,ropa,0.921172,23029.29
tx-000002856,merchant-02410,farmacia,0.854726,21368.16
tx-000002857,merchant-00437,electronica,0.329025,8225.63
tx-000002858,merchant-04164,otros,0.873106,21827.64
tx-000002859,merchant-01715,ferreteria,0.886063,22151.57
tx-000002860,merchant-00532,farmacia,0.785096,19627.4
tx-000002861,merchant-04172,servicios,0.509596,12739.91
tx-000002862,merchant-03804,farmacia,0.499591,12489.77
tx-000002863,merchant-03063,colmado,0.32318,8079.49
tx-000002864,merchant-04054,restaurante,0.695121,17378.02
tx-000002865,merchant-03285,otros,0.269799,6744.97
tx-000002866,merchant-01698,ropa,0.650438,16260.94
tx-000002867,merchant-03704,ropa,0.895095,22377.37
tx-000002868,merchant-02507,transporte,0.397108,9927.7
tx-000002869,merchant-04681,farmacia,0.888932,22223.29
tx-000002870,merchant-03065,electronica,0.935628,23390.7
tx-000002871,merchant-01101,ferreteria,0.551451,13786.27
tx-000002872,merchant-04251,servicios,0.296458,7411.45
tx-000002873,merchant-00338,restaurante,0.231717,5792.93
tx-000002874,merchant-02756,transporte,0.513238,12830.94
tx-000002875,merchant-03544,transporte,0.452249,11306.22
tx-000002876,merchant-04076,servicios,0.368777,9219.42
tx-000002877,merchant-00203,farmacia,0.274474,6861.84
tx-000002878,merchant-02176,ferreteria,0.442805,11070.13
tx-000002879,merchant-00676,electronica,0.360375,9009.37
tx-000002880,merchant-04201,colmado,0.842918,21072.95
tx-000002881,merchant-02265,ropa,0.644367,16109.18
tx-000002882,merchant-00585,servicios,0.100212,2505.31
tx-000002883,merchant-01641,servicios,0.040205,1005.12
tx-000002884,merchant-02698,electronica,0.198253,4956.33
tx-000002885,merchant-02249,ropa,0.30411,7602.75
tx-000002886,merchant-01130,colmado,0.706231,17655.78
tx-000002887,merchant-00070,electronica,0.912558,22813.94
tx-000002888,merchant-02840,transporte,0.283282,7082.04
tx-000002889,merchant-04751,alimentos,0.945923,23648.08
tx-000002890,merchant-04200,farmacia,0.47306,11826.5
tx-000002891,merchant-01865,ropa,0.865735,21643.38
tx-000002892,merchant-01720,restaurante,0.723889,18097.23
tx-000002893,merchant-04809,colmado,0.235256,5881.39
tx-000002894,merchant-03780,servicios,0.758106,18952.65
tx-000002895,merchant-02565,ropa,0.792331,19808.28
tx-000002896,merchant-03422,ropa,0.429935,10748.38
tx-000002897,merchant-04575,alimentos,0.439804,10995.09
tx-000002898,merchant-04731,farmacia,0.375951,9398.77
tx-000002899,merchant-00080,restaurante,0.306961,7674.02
tx-000002900,merchant-02906,servicios,0.81078,20269.51
tx-000002901,merchant-03488,transporte,0.22704,5675.99
tx-000002902,merchant-04405,electronica,0.763316,19082.9
tx-000002903,merchant-00191,otros,0.327427,8185.68
tx-000002904,merchant-01140,farmacia,0.785787,19644.68
tx-000002905,merchant-02706,otros,0.977289,24432.22
tx-000002906,merchant-04940,otros,0.63058,15764.49
tx-000002907,merchant-03203,transporte,0.574731,14368.27
tx-000002908,merchant-03201,ferreteria,0.205796,5144.91
tx-000002909,merchant-01543,restaurante,0.535422,13385.54
tx-000002910,merchant-04666,restaurante,0.110421,2760.53
tx-000002911,merchant-02496,ferreteria,0.639725,15993.13
tx-000002912,merchant-04530,farmacia,0.173081,4327.02
tx-000002913,merchant-04943,restaurante,0.033995,849.88
tx-000002914,merchant-01631,ferreteria,0.028785,719.62
tx-000002915,merchant-03162,electronica,0.911523,22788.07
tx-000002916,merchant-02385,colmado,0.20748,5187.01
tx-000002917,merchant-00471,servicios,0.07184,1795.99
tx-000002918,merchant-01408,servicios,0.519495,12987.37
tx-000002919,merchant-03366,transporte,0.859988,21499.7
tx-000002920,merchant-00908,farmacia,0.158721,3968.03
tx-000002921,merchant-03918,ferreteria,0.53738,13434.5
tx-000002922,merchant-01692,farmacia,0.390215,9755.37
tx-000002923,merchant-02538,transporte,0.870708,21767.7
tx-000002924,merchant-03890,farmacia,0.81826,20456.51
tx-000002925,merchant-02543,otros,0.604502,15112.55
tx-000002926,merchant-03760,electronica,0.204567,5114.17
tx-000002927,merchant-01169,restaurante,0.203299,5082.48
tx-000002928,merchant-03271,otros,0.065842,1646.05
tx-000002929,merchant-04308,servicios,0.807951,20198.77
tx-000002930,merchant-04022,restaurante,0.910482,22762.05
tx-000002931,merchant-00321,ferreteria,0.46377,11594.25
tx-000002932,merchant-03739,servicios,0.289336,7233.4
tx-000002933,merchant-02437,transporte,0.700916,17522.9
tx-000002934,merchant-01435,transporte,0.613802,15345.04
tx-000002935,merchant-03540,restaurante,0.250636,6265.91
tx-000002936,merchant-01503,otros,0.385896,9647.39
tx-000002937,merchant-00358,ropa,0.097343,2433.58
tx-000002938,merchant-01294,electronica,0.885771,22144.27
tx-000002939,merchant-04406,electronica,0.882791,22069.77
tx-000002940,merchant-00547,ropa,0.667324,16683.09
tx-000002941,merchant-03370,colmado,0.908919,22722.97
tx-000002942,merchant-03021,ferreteria,0.122988,3074.7
tx-000002943,merchant-04133,servicios,0.755886,18897.15
tx-000002944,merchant-01351,electronica,0.411276,10281.9
tx-000002945,merchant-00366,restaurante,0.208957,5223.93
tx-000002946,merchant-03784,transporte,0.028664,716.61
tx-000002947,merchant-03272,ropa,0.34497,8624.26
tx-000002948,merchant-00088,electronica,0.397881,9947.02
tx-000002949,merchant-01119,servicios,0.116453,2911.33
tx-000002950,merchant-03804,restaurante,0.670955,16773.87
tx-000002951,merchant-00677,colmado,0.462434,11560.86
tx-000002952,merchant-03586,farmacia,0.657708,16442.71
tx-000002953,merchant-02287,farmacia,0.471846,11796.15
tx-000002954,merchant-00148,otros,0.172248,4306.2
tx-000002955,merchant-02410,ferreteria,0.102314,2557.85
tx-000002956,merchant-03202,farmacia,0.535584,13389.61
tx-000002957,merchant-00092,electronica,0.07943,1985.75
tx-000002958,merchant-02934,farmacia,0.15519,3879.74
tx-000002959,merchant-00283,colmado,0.218239,5455.98
tx-000002960,merchant-00392,colmado,0.217734,5443.35
tx-000002961,merchant-00843,transporte,0.64173,16043.25
tx-000002962,merchant-03638,alimentos,0.690966,17274.15
tx-000002963,merchant-00399,transporte,0.599009,14975.22
tx-000002964,merchant-02046,servicios,0.76758,19189.5
tx-000002965,merchant-01639,ferreteria,0.908939,22723.47
tx-000002966,merchant-00229,alimentos,0.018006,450.16
tx-000002967,merchant-01575,ferreteria,0.338442,8461.06
tx-000002968,merchant-00792,farmacia,0.222127,5553.17
tx-000002969,merchant-00361,transporte,0.724564,18114.09
tx-000002970,merchant-02680,servicios,0.513475,12836.88
tx-000002971,merchant-01553,otros,0.56293,14073.25
tx-000002972,merchant-04438,transporte,0.208705,5217.63
tx-000002973,merchant-00990,ropa,0.939045,23476.13
tx-000002974,merchant-02922,servicios,0.215352,5383.81
tx-000002975,merchant-03295,servicios,0.175274,4381.86
tx-000002976,merchant-01743,restaurante,0.013958,348.94
tx-000002977,merchant-02282,otros,0.221656,5541.4
tx-000002978,merchant-00552,ropa,0.370242,9256.05
tx-000002979,merchant-04906,restaurante,0.412275,10306.87
tx-000002980,merchant-00835,colmado,0.983136,24578.41
tx-000002981,merchant-04663,farmacia,0.791677,19791.93
tx-000002982,merchant-00777,otros,0.253436,6335.91
tx-000002983,merchant-03184,farmacia,0.325706,8142.64
tx-000002984,merchant-02605,restaurante,0.333382,8334.56
tx-000002985,merchant-00145,otros,0.069378,1734.46
tx-000002986,merchant-03678,transporte,0.912279,22806.98
tx-000002987,merchant-01905,colmado,0.512004,12800.1
tx-000002988,merchant-00109,ropa,0.588294,14707.34
tx-000002989,merchant-01017,electronica,0.023171,579.27
tx-000002990,merchant-03511,ropa,0.237924,5948.09
tx-000002991,merchant-00491,farmacia,0.620527,15513.17
tx-000002992,merchant-02430,ropa,0.375774,9394.36
tx-000002993,merchant-01675,alimentos,0.153367,3834.18
tx-000002994,merchant-04900,restaurante,0.239588,5989.7
tx-000002995,merchant-02693,farmacia,0.739777,18494.43
tx-000002996,merchant-00325,colmado,0.27957,6989.25
tx-000002997,merchant-03399,electronica,0.792196,19804.91
tx-000002998,merchant-01877,servicios,0.75105,18776.25
tx-000002999,merchant-01687,colmado,0.344043,8601.07
tx-000003000,merchant-02035,ropa,0.055966,1399.15
tx-000003001,merchant-03126,colmado,0.608847,15221.18
tx-000003002,merchant-03624,alimentos,0.322994,8074.84
tx-000003003,merchant-04028,ferreteria,0.066488,1662.19
tx-000003004,merchant-00427,farmacia,0.953754,23843.85
tx-000003005,merchant-01029,ferreteria,0.938398,23459.95
tx-000003006,merchant-04497,ropa,0.175328,4383.21
tx-000003007,merchant-00641,transporte,0.237838,5945.94
tx-000003008,merchant-02552,farmacia,0.725539,18138.48
tx-000003009,merchant-02007,transporte,0.72223,18055.76
tx-000003010,merchant-02040,electronica,0.178083,4452.07
tx-000003011,merchant-03673,ropa,0.286782,7169.55
tx-000003012,merchant-03942,ferreteria,0.273317,6832.93
tx-000003013,merchant-02946,transporte,0.951111,23777.78
tx-000003014,merchant-03857,restaurante,0.378962,9474.05
tx-000003015,merchant-04993,transporte,0.423852,10596.3
tx-000003016,merchant-03949,alimentos,0.760804,19020.1
tx-000003017,merchant-03502,ferreteria,0.762406,19060.14
tx-000003018,merchant-02460,otros,0.759341,18983.52
tx-000003019,merchant-04529,farmacia,0.538123,13453.08
tx-000003020,merchant-03799,electronica,0.258777,6469.43
tx-000003021,merchant-03074,colmado,0.454696,11367.4
tx-000003022,merchant-00590,servicios,0.606813,15170.33
tx-000003023,merchant-03845,ropa,0.138383,3459.58
tx-000003024,merchant-01554,alimentos,0.156415,3910.38
tx-000003025,merchant-04102,servicios,0.014809,370.22
tx-000003026,merchant-03407,transporte,0.492471,12311.77
tx-000003027,merchant-03057,transporte,0.970552,24263.79
tx-000003028,merchant-04820,ferreteria,0.490572,12264.3
tx-000003029,merchant-00319,ferreteria,0.40997,10249.25
tx-000003030,merchant-04634,farmacia,0.386056,9651.41
tx-000003031,merchant-03575,electronica,0.19584,4895.99
tx-000003032,merchant-02856,colmado,0.771728,19293.2
tx-000003033,merchant-03017,alimentos,0.70971,17742.76
tx-000003034,merchant-03474,ropa,0.651604,16290.11
tx-000003035,merchant-00283,servicios,0.243868,6096.7
tx-000003036,merchant-00232,farmacia,0.631691,15792.27
tx-000003037,merchant-03732,farmacia,0.262808,6570.2
tx-000003038,merchant-04933,otros,0.25578,6394.49
tx-000003039,merchant-01323,alimentos,0.951875,23796.87
tx-000003040,merchant-00757,transporte,0.118497,2962.43
tx-000003041,merchant-04802,ferreteria,0.398872,9971.79
tx-000003042,merchant-01547,transporte,0.5195,12987.5
tx-000003043,merchant-03497,electronica,0.167492,4187.3
tx-000003044,merchant-04102,colmado,0.692453,17311.33
tx-000003045,merchant-03136,otros,0.659169,16479.23
tx-000003046,merchant-03372,ferreteria,0.309363,7734.07
tx-000003047,merchant-04691,servicios,0.111056,2776.39
tx-000003048,merchant-02204,ropa,0.8146,20364.99
tx-000003049,merchant-03261,electronica,0.930157,23253.92
tx-000003050,merchant-01380,restaurante,0.008408,210.19
tx-000003051,merchant-00573,transporte,0.003576,89.39
tx-000003052,merchant-02363,transporte,0.525912,13147.8
tx-000003053,merchant-03070,farmacia,0.172293,4307.32
tx-000003054,merchant-01623,restaurante,0.704639,17615.98
tx-000003055,merchant-00904,restaurante,0.18362,4590.51
tx-000003056,merchant-01742,farmacia,0.567958,14198.95
tx-000003057,merchant-01497,ropa,0.202539,5063.47
tx-000003058,merchant-03349,restaurante,0.260833,6520.83
tx-000003059,merchant-00895,farmacia,0.627584,15689.59
tx-000003060,merchant-00703,transporte,0.08165,2041.25
tx-000003061,merchant-00527,servicios,0.126432,3160.81
tx-000003062,merchant-01924,restaurante,0.031607,790.18
tx-000003063,merchant-00826,alimentos,0.486224,12155.6
tx-000003064,merchant-00060,otros,0.062934,1573.36
tx-000003065,merchant-00343,ferreteria,0.789629,19740.72
tx-000003066,merchant-00060,transporte,0.212646,5316.16
tx-000003067,merchant-02178,restaurante,0.603779,15094.47
tx-000003068,merchant-02761,otros,0.474285,11857.13
tx-000003069,merchant-03038,servicios,0.430595,10764.87
tx-000003070,merchant-01963,servicios,0.999446,24986.16
tx-000003071,merchant-03101,otros,0.665748,16643.7
tx-000003072,merchant-02917,servicios,0.059127,1478.18
tx-000003073,merchant-00026,restaurante,0.806658,20166.44
tx-000003074,merchant-03292,farmacia,0.8708,21770.01
tx-000003075,merchant-01007,colmado,0.027629,690.73
tx-000003076,merchant-02037,servicios,0.280908,7022.71
